Epoch,Train_Loss,Test_Loss,Correctness
171,0.6407265067100525,0.6585299968719482,0.7682
172,0.6393082737922668,0.65716153383255,0.769
173,0.6378982663154602,0.6558008790016174,0.7705
174,0.636497437953949,0.6544491648674011,0.7714
175,0.6351063847541809,0.653107762336731,0.7719
176,0.6337248682975769,0.6517771482467651,0.7725
177,0.6323555707931519,0.6504574418067932,0.7727
178,0.6309973001480103,0.6491482853889465,0.7733
179,0.6296492218971252,0.6478503346443176,0.7737
180,0.6283127069473267,0.6465631127357483,0.7742
181,0.6269852519035339,0.6452858448028564,0.775
182,0.6256670951843262,0.644018828868866,0.7752
183,0.6243587136268616,0.6427608132362366,0.7764
184,0.6230596303939819,0.6415128111839294,0.7775
185,0.62176913022995,0.640274167060852,0.7777
186,0.6204882860183716,0.6390441060066223,0.7787
187,0.6192157864570618,0.6378234028816223,0.7786
188,0.6179529428482056,0.6366114616394043,0.7793
189,0.6166984438896179,0.6354085803031921,0.7799
190,0.6154536008834839,0.6342146992683411,0.7803
191,0.6142175197601318,0.6330295205116272,0.7812
192,0.6129893064498901,0.631853461265564,0.7815
193,0.6117706894874573,0.6306861639022827,0.782
194,0.6105599403381348,0.6295270323753357,0.7823
195,0.6093579530715942,0.6283767223358154,0.7829
196,0.6081651449203491,0.6272355318069458,0.7834
197,0.606981098651886,0.6261031031608582,0.7842
198,0.6058049201965332,0.62497878074646,0.7847
199,0.6046383380889893,0.6238638162612915,0.7851
200,0.6034802198410034,0.6227568984031677,0.7852
201,0.6023305654525757,0.6216580867767334,0.7859
202,0.6011881828308105,0.6205685138702393,0.7861
203,0.6000555157661438,0.6194866895675659,0.7862
204,0.5989310145378113,0.6184135675430298,0.7866
205,0.5978145003318787,0.617348849773407,0.787
206,0.5967061519622803,0.6162925362586975,0.7867
207,0.5956070423126221,0.6152442693710327,0.7876
208,0.5945149064064026,0.6142044067382812,0.7877
209,0.5934314131736755,0.6131725907325745,0.7881
210,0.5923562049865723,0.6121487617492676,0.7884
211,0.5912885665893555,0.6111333966255188,0.7883
212,0.5902295708656311,0.6101260781288147,0.7888
213,0.589178204536438,0.6091264486312866,0.789
214,0.5881343483924866,0.608134925365448,0.7892
215,0.5870991945266724,0.6071509122848511,0.7897
216,0.5860708951950073,0.6061753034591675,0.7905
217,0.5850516557693481,0.6052073836326599,0.7912
218,0.5840394496917725,0.6042472720146179,0.7913
219,0.5830350518226624,0.6032946705818176,0.7919
220,0.582038402557373,0.602350115776062,0.7924
221,0.5810484290122986,0.6014124751091003,0.7931
222,0.5800663232803345,0.6004819273948669,0.7933
223,0.5790915489196777,0.5995591878890991,0.7939
224,0.5781242251396179,0.5986441969871521,0.7946
225,0.5771645307540894,0.5977362394332886,0.7948
226,0.5762116312980652,0.5968359708786011,0.7948
227,0.5752663612365723,0.5959428548812866,0.7951
228,0.5743282437324524,0.5950571298599243,0.7955
229,0.573397159576416,0.5941784381866455,0.7954
230,0.5724725127220154,0.5933063626289368,0.7954
231,0.5715557336807251,0.5924422740936279,0.7953
232,0.5706456899642944,0.5915849208831787,0.7957
233,0.5697432160377502,0.5907345414161682,0.7958
234,0.5688473582267761,0.5898913741111755,0.7956
235,0.5679585933685303,0.5890547037124634,0.7962
236,0.5670770406723022,0.5882251262664795,0.7965
237,0.5662010908126831,0.5874022245407104,0.797
238,0.5653321743011475,0.5865862965583801,0.7972
239,0.5644702911376953,0.5857762694358826,0.7976
240,0.5636150240898132,0.5849735736846924,0.7978
241,0.5627661347389221,0.5841764807701111,0.798
242,0.5619233250617981,0.5833861827850342,0.7981
243,0.5610875487327576,0.5826022028923035,0.7986
244,0.5602577328681946,0.5818246006965637,0.799
245,0.5594343543052673,0.5810533165931702,0.7994
246,0.5586168169975281,0.5802879333496094,0.7995
247,0.5578056573867798,0.5795294642448425,0.8001
248,0.5570011138916016,0.5787768959999084,0.8007
249,0.5562024712562561,0.5780308246612549,0.8012
250,0.5554094910621643,0.5772905945777893,0.8015
251,0.5546233654022217,0.5765561461448669,0.8016
252,0.5538427233695984,0.5758280754089355,0.8022
253,0.553068220615387,0.5751055479049683,0.8024
254,0.5522997379302979,0.574388861656189,0.8025
255,0.551537275314331,0.573678195476532,0.8026
256,0.5507814884185791,0.5729733109474182,0.8029
257,0.5500304698944092,0.5722739100456238,0.8029
258,0.5492850542068481,0.5715798735618591,0.803
259,0.5485457181930542,0.570891797542572,0.8032
260,0.5478118062019348,0.5702093243598938,0.8035
261,0.5470829606056213,0.5695319175720215,0.804
262,0.5463597178459167,0.5688602328300476,0.8044
263,0.5456427335739136,0.5681937336921692,0.8047
264,0.5449295043945312,0.5675325393676758,0.8049
265,0.5442227125167847,0.5668766498565674,0.8049
266,0.5435209274291992,0.566226065158844,0.8051
267,0.5428247451782227,0.5655807256698608,0.805
268,0.5421337485313416,0.5649405121803284,0.8055
269,0.541448175907135,0.5643049478530884,0.8054
270,0.5407665371894836,0.56367427110672,0.8062
271,0.5400909185409546,0.5630483627319336,0.8061
272,0.5394195914268494,0.5624272227287292,0.806
273,0.5387541055679321,0.5618112087249756,0.8063
274,0.5380934476852417,0.5612001419067383,0.8065
275,0.5374373197555542,0.5605934262275696,0.8066
276,0.5367866158485413,0.5599918961524963,0.8066
277,0.536139726638794,0.5593945980072021,0.8067
278,0.5354987382888794,0.5588024854660034,0.8065
279,0.5348617434501648,0.558214545249939,0.8066
280,0.5342300534248352,0.5576316714286804,0.8067
281,0.5336025357246399,0.55705326795578,0.8068
282,0.5329797267913818,0.5564794540405273,0.8068
283,0.5323613882064819,0.5559104681015015,0.8067
284,0.5317480564117432,0.555345892906189,0.8068
285,0.531139075756073,0.5547856688499451,0.8072
286,0.5305346846580505,0.5542297959327698,0.8077
287,0.5299340486526489,0.5536786913871765,0.8077
288,0.529338002204895,0.5531314015388489,0.8079
289,0.5287467241287231,0.5525888204574585,0.8078
290,0.5281596183776855,0.5520501136779785,0.808
291,0.5275763869285583,0.551516056060791,0.808
292,0.5269982218742371,0.5509852766990662,0.8083
293,0.5264236330986023,0.5504589080810547,0.8083
294,0.5258538126945496,0.5499361753463745,0.8085
295,0.5252875089645386,0.5494173765182495,0.8087
296,0.5247255563735962,0.5489025712013245,0.8087
297,0.5241683125495911,0.5483918786048889,0.8093
298,0.523614764213562,0.5478845834732056,0.8095
299,0.5230644345283508,0.547381579875946,0.8094
300,0.5225188136100769,0.546882152557373,0.8099
